54, 12, 11
50, 96, 11
42, 72, 4
56, 38, 10
1, 69, 12
0, 94, 8
67, 15, 11
30, 60, 10
59, 47, 7
96, 14, 5
33, 61, 7
4, 66, 10
43, 79, 11
58, 80, 13
72, 46, 10
10, 8, 11
13, 1, 11
93, 1, 13
93, 41, 18
12, 82, 8
67, 95, 8
95, 99, 7
64, 78, 11
97, 93, 14
25, 69, 12
92, 2, 10
71, 3, 13
47, 51, 4
22, 20, 11
23, 19, 15
61, 41, 8
68, 82, 9
35, 31, 12
38, 20, 8
75, 15, 11
30, 4, 5
41, 69, 14
81, 69, 16
80, 22, 11
82, 56, 15
7, 35, 13
88, 38, 8
29, 73, 15
46, 12, 7
90, 32, 6
35, 39, 7
50, 72, 9
88, 14, 11
19, 71, 6
98, 8, 11
62, 68, 13
26, 40, 12
79, 75, 7
76, 34, 8
85, 57, 10
89, 93, 7
42, 16, 7
55, 11, 7
92, 42, 11
47, 11, 15
32, 6, 7
97, 37, 18
99, 23, 12
36, 34, 17
38, 44, 8
63, 91, 11
60, 42, 11
15, 75, 13
4, 42, 10
96, 38, 13
95, 51, 15
84, 98, 14
71, 43, 9
69, 89, 16
43, 31, 15
27, 79, 8
67, 39, 11
64, 62, 12
19, 31, 8
73, 45, 12
48, 62, 14
18, 96, 7
63, 51, 13
18, 48, 12
85, 17, 15
55, 99, 10
10, 96, 18
29, 33, 9
77, 33, 11
2, 48, 6
70, 44, 4
45, 25, 15
27, 31, 15
47, 99, 17
53, 81, 12
1, 53, 14
31, 3, 11
68, 34, 9
61, 65, 10
52, 90, 13
23, 75, 6
15, 99, 15
36, 74, 6
89, 37, 6
7, 83, 12
13, 89, 16
98, 32, 12
22, 68, 6
77, 89, 14
14, 84, 9
72, 6, 16
65, 21, 8
6, 36, 16
83, 23, 11
54, 84, 5
49, 85, 14
68, 10, 12
52, 2, 9
56, 86, 14
86, 52, 17
11, 7, 10
34, 0, 8
40, 22, 7
39, 43, 9
24, 22, 9
10, 88, 16
77, 9, 10
55, 91, 8
75, 39, 12
2, 88, 9
14, 60, 14
69, 9, 16
71, 83, 13
97, 13, 11
86, 28, 6
31, 59, 16
87, 99, 10
60, 90, 13
74, 40, 6
15, 59, 10
66, 72, 6
69, 33, 12
44, 26, 10
81, 61, 18
36, 26, 16
91, 87, 14
28, 26, 14
65, 61, 18
95, 75, 12
5, 41, 9
6, 76, 8
17, 93, 6
49, 61, 13
91, 47, 10
39, 19, 16
73, 5, 13
45, 73, 10
48, 78, 17
78, 28, 12
37, 25, 9
3, 47, 11
70, 92, 8
96, 86, 13
89, 13, 11
99, 63, 12
8, 94, 5
24, 46, 7
94, 52, 10
99, 71, 9
2, 96, 10
46, 92, 8
83, 63, 6
16, 14, 16
23, 99, 7
98, 80, 8
53, 1, 8
80, 62, 12
42, 96, 8
31, 83, 5
82, 16, 8
57, 77, 18
37, 33, 10
74, 0, 8
64, 22, 15
32, 86, 20
66, 16, 17
21, 65, 10
44, 66, 12
78, 68, 15
73, 85, 8
28, 34, 6
20, 74, 14
34, 80, 18
87, 51, 11
26, 16, 14
18, 8, 9
41, 21, 12
0, 54, 10
33, 5, 11
87, 75, 5
58, 32, 7
25, 21, 13
90, 8, 9
75, 95, 9
70, 4, 8
87, 27, 17
9, 85, 14
62, 52, 9
81, 21, 14
83, 71, 10
91, 7, 14
57, 37, 8
46, 52, 9
79, 51, 7
38, 68, 13
16, 54, 13
3, 95, 8
93, 81, 13
59, 71, 8
12, 2, 9
51, 7, 17
51, 87, 7
32, 62, 14
29, 25, 16
66, 56, 14
17, 53, 11
21, 25, 12
84, 18, 9
50, 56, 9
63, 99, 18
5, 89, 7
65, 69, 7
95, 27, 10
34, 56, 16
82, 96, 13
40, 78, 13
79, 27, 11
27, 39, 8
11, 95, 10
85, 65, 10
94, 28, 8
25, 45, 8
20, 26, 11
17, 13, 12
79, 99, 10
84, 58, 8
76, 10, 9
8, 14, 15
9, 13, 8
78, 52, 12
60, 69, 9
84, 13, 8
3, 8, 12
69, 62, 13
74, 39, 17
72, 73, 10
59, 72, 15
2, 71, 12
85, 54, 7
8, 41, 15
30, 51, 10
90, 7, 7
28, 5, 12
45, 86, 7
14, 51, 5
34, 95, 12
15, 52, 20
11, 32, 24
24, 89, 11
78, 19, 10
7, 92, 11
18, 23, 9
91, 8, 11
12, 37, 8
65, 34, 10
33, 34, 11
83, 48, 9
94, 19, 9
30, 75, 13
79, 20, 11
53, 62, 14
97, 42, 15
40, 65, 11
65, 26, 13
99, 48, 9
51, 96, 13
91, 96, 13
16, 17, 13
25, 10, 12
40, 41, 6
8, 1, 10
98, 95, 12
23, 28, 14
90, 95, 9
95, 68, 11
59, 96, 8
13, 38, 12
11, 8, 15
66, 31, 6
88, 1, 8
21, 62, 12
58, 31, 12
47, 44, 15
18, 63, 12
78, 43, 7
99, 88, 16
28, 45, 12
65, 74, 9
61, 78, 14
44, 77, 9
49, 90, 12
50, 7, 9
14, 99, 17
33, 10, 11
32, 9, 11
70, 11, 14
46, 43, 15
82, 71, 11
42, 71, 11
1, 74, 12
6, 3, 16
12, 13, 12
16, 57, 10
69, 86, 8
29, 6, 7
26, 95, 10
81, 74, 6
35, 16, 16
62, 91, 13
37, 78, 9
93, 14, 9
99, 96, 13
83, 8, 9
0, 65, 11
66, 39, 6
21, 22, 7
73, 34, 6
5, 14, 4
95, 20, 19
7, 44, 9
96, 41, 10
20, 69, 9
37, 22, 18
46, 83, 12
4, 37, 11
51, 72, 12
39, 68, 11
25, 34, 11
94, 99, 9
17, 18, 10
84, 53, 9
3, 32, 6
76, 69, 10
31, 52, 7
7, 4, 10
2, 63, 14
54, 51, 13
6, 43, 8
46, 3, 12
83, 96, 11
82, 31, 7
8, 81, 9
9, 42, 8
89, 82, 7
30, 99, 12
48, 81, 14
86, 3, 12
15, 68, 13
22, 51, 11
75, 16, 12
62, 99, 11
43, 80, 9
44, 37, 11
29, 46, 8
58, 79, 10
10, 87, 15
19, 96, 13
42, 47, 4
34, 15, 15
24, 9, 3
0, 17, 10
12, 93, 4
26, 15, 8
79, 44, 14
4, 93, 11
38, 75, 15
10, 47, 11
63, 12, 15
4, 13, 8
52, 85, 18
75, 40, 10
17, 58, 8
77, 22, 13
71, 92, 13
76, 45, 16
41, 90, 11
1, 58, 13
54, 91, 10
85, 14, 17
55, 68, 12
93, 94, 8
17, 98, 12
38, 27, 19
67, 0, 13
47, 4, 10
30, 27, 19
67, 56, 7
19, 16, 14
22, 27, 11
41, 42, 11
67, 80, 9
14, 27, 10
51, 56, 19
39, 28, 10
80, 25, 14
35, 56, 12
72, 25, 5
37, 62, 18
74, 79, 15
50, 87, 15
1, 18, 20
5, 38, 11
56, 25, 12
96, 89, 13
26, 39, 9
79, 68, 15
94, 75, 17
9, 2, 13
32, 89, 9
71, 52, 13
10, 7, 14
92, 13, 9
2, 23, 9
55, 52, 13
92, 85, 15
53, 78, 11
74, 31, 11
73, 26, 14
39, 52, 6
76, 21, 13
64, 25, 12
54, 99, 12
23, 52, 13
60, 21, 9
70, 99, 11
